department,courseNum,courseTitle,sectionNum,courseType,callNum,meetingTime,meetingLocation,instructor,startEndDate
AED,270,"Introduction to Visual Culture and Learning",0001,LEC,1007,WeFr 12:30PM - 1:45PM,Lord Hall 200,Laurie E Hicks,01/09/2012 - 04/27/2012,WeFr 12:30PM - 1:45PM,Lord Hall 205,Laurie E Hicks,01/09/2012 - 04/27/2012
AED,473,"Advanced Curriculum in Art Education",0001,LEC,1008,Fr 3:00PM - 5:30PM,Lord Hall 202,Constant K Albertson,01/09/2012 - 04/27/2012,Fr 3:00PM - 5:30PM,Lord Hall 205,Constant K Albertson,01/09/2012 - 04/27/2012,Fr 3:00PM - 5:30PM,Lord Hall 300,Constant K Albertson,01/09/2012 - 04/27/2012,Fr 3:00PM - 5:30PM,Lord Hall 305,Constant K Albertson,01/09/2012 - 04/27/2012
AED,474,"Topics in Art Education",0001,LEC,1009,We 4:30PM - 7:00PM,Lord Hall 205,Laurie E Hicks,01/09/2012 - 04/27/2012,We 4:30PM - 7:00PM,Lord Hall 200,Laurie E Hicks,01/09/2012 - 04/27/2012
AED,496,"Field Experience in Art Education",0001,FEX,1010,TBA,TBA,Laurie E Hicks,01/09/2012 - 04/27/2012
AED,497,"Independent Study in Art Education",0001,IND,1011,TBA,TBA,Laurie E Hicks,01/09/2012 - 04/27/2012
AED,497,"Independent Study in Art Education",0002,IND,1012,TBA,TBA,Constant K Albertson,01/09/2012 - 04/27/2012
AED,498,"Directed Study in Art Education",0001,IND,1013,TBA,TBA,Laurie E Hicks,01/09/2012 - 04/27/2012
AED,498,"Directed Study in Art Education",0002,IND,1014,TBA,TBA,Constant K Albertson,01/09/2012 - 04/27/2012
AED,574,"Topics in Art Education",0001,LEC,1015,We 4:30PM - 7:00PM,Lord Hall 205,Laurie E Hicks,01/09/2012 - 04/27/2012,We 4:30PM - 7:00PM,Lord Hall 200,Laurie E Hicks,01/09/2012 - 04/27/2012
AED,597,"Independent Study in Art Education",0001,IND,1016,TBA,TBA,Laurie E Hicks,01/09/2012 - 04/27/2012
AED,597,"Independent Study in Art Education",0002,IND,2734,TBA,TBA,Constant K Albertson,01/09/2012 - 04/27/2012
AED,598,"Directed Study in Art Education",0001,IND,1017,TBA,TBA,Laurie E Hicks,01/09/2012 - 04/27/2012
AED,598,"Directed Study in Art Education",0002,IND,2735,TBA,TBA,Constant K Albertson,01/09/2012 - 04/27/2012
ANT,102,"Introduction to Anthropology: Diversity of Cultures",0001,LEC,1052,TuTh 9:30AM - 10:45AM,Neville Hall 101,Veronica C Ocampo-Raeder,01/09/2012 - 04/27/2012
ANT,102,"Introduction to Anthropology: Diversity of Cultures",0002,LEC,1053,TuTh 11:00AM - 12:15PM,Neville Hall 101,Veronica C Ocampo-Raeder,01/09/2012 - 04/27/2012
ANT,120,"Religions of the World",0990,LEC,3949,TBA,TBA,,01/09/2012 - 04/27/2012
ANT,140,"Cities of the Ancient World",0990,LEC,4083,TBA,On-line Course,Gregory D Zaro,01/09/2012 - 04/27/2012
ANT,207,"Introduction to World Archaeology",0001,LEC,7902,MoWeFr 11:00AM - 11:50AM,Murray Hall 106,Brian S Robinson,01/09/2012 - 04/27/2012
ANT,249,"Religion and Violence",0001,LEC,1068,Tu 4:00PM - 6:30PM,Little Hall 110,Henry L Munson,01/09/2012 - 04/27/2012
ANT,260,"Forensic Anthropology",0001,LEC,8572,TuTh 12:30PM - 1:45PM,Little Hall 130,Marcella H Sorg,01/09/2012 - 04/27/2012
ANT,290,"Special Topics in Anthropology",0001,LEC,12898,MoWeFr 12:10PM - 1:00PM,Stevens Hall North 119,Kurt M Rademaker,01/09/2012 - 04/27/2012
ANT,290,"Special Topics in Anthropology",0500,LEC,12899,MoWeFr 2:10PM - 3:00PM,Donald P Corbett Business 100,Samuel Hanes,01/09/2012 - 04/27/2012
ANT,300,"Basic Theory in Cultural Anthropology",0001,LEC,1063,Mo 3:10PM - 5:40PM,Stevens Hall South 104A,Henry L Munson,01/09/2012 - 04/27/2012
ANT,317,"Fundamentals of Archaeology",0001,LEC,1066,MoWeFr 10:00AM - 10:50AM,Merrill Hall 330,Kurt M Rademaker,01/09/2012 - 04/27/2012
ANT,340,"Arctic and Subarctic Archaeology",0001,LEC,12900,TuTh 2:00PM - 3:15PM,Stevens Hall 375,Catherine West,01/09/2012 - 04/27/2012
ANT,421,"Inca Society and Peasants of the Andes",0001,LEC,7903,TuTh 11:00AM - 12:15PM,Stevens Hall South 232A,Gregory D Zaro,01/09/2012 - 04/27/2012
ANT,426,"Native American Folklore",0990,LEC,7904,TBA,On-line Course,Pauleena M Macdougall,01/09/2012 - 04/27/2012
ANT,430,"Who Owns Native Cultures?",0001,LEC,3648,TuTh 12:30PM - 1:45PM,Stevens Hall South 104A,Darren J Ranco,01/09/2012 - 04/27/2012
ANT,458,"Anthropology of War",0001,LEC,7905,TuTh 9:30AM - 10:45AM,Stevens Hall North 235,Paul B Roscoe,01/09/2012 - 04/27/2012
ANT,478,"Zooarchaeology",0001,LEC,7906,We 3:10PM - 5:40PM,Stevens Hall South 232A,Catherine West,01/09/2012 - 04/27/2012
ANT,479,"Laboratory Techniques in Prehistoric Archaeology",0001,LEC,7907,We 12:30PM - 3:00PM,South Stevens 8,Brian S Robinson,01/09/2012 - 04/27/2012
ANT,492,"Capstone in Anthropology",0001,IND,2930,TBA,TBA,,01/09/2012 - 04/27/2012
ANT,497,"Department Projects",0001,IND,1894,TBA,TBA,Staff,01/09/2012 - 04/27/2012
ANT,497,"Department Projects",0002,IND,3210,TBA,TBA,Staff,01/09/2012 - 04/27/2012
ANT,597,"Advanced Topics in Anthropology",0001,IND,1900,TBA,TBA,Daniel H Sandweiss,01/09/2012 - 04/27/2012
ANT,597,"Advanced Topics in Anthropology",0002,IND,1901,TBA,TBA,Staff,TBA
ANT,597,"Advanced Topics in Anthropology",0003,IND,3869,TBA,TBA,Staff,01/09/2012 - 04/27/2012
ARH,100,"Art and Human Experience",0500,LEC,2719,MoWe 10:30AM - 11:45AM,Lord Hall 100,Karen A Linehan,01/09/2012 - 04/27/2012
ARH,100,"Art and Human Experience",0665,LEC,3940,Fr 10:00AM - 12:30PM,Fred Hutchinson Center,Karen A Linehan,01/09/2012 - 04/27/2012
ARH,155,"Art History I",0001,LEC,1018,TuTh 9:30AM - 10:45AM,Lord Hall 100,David Boffa,01/09/2012 - 04/27/2012
ARH,156,"Art and Visual Culture in the Modern Era",0001,LEC,1019,MoWe 9:00AM - 10:15AM,Lord Hall 100,Justin Wolff,01/09/2012 - 04/27/2012
ARH,156,"Art and Visual Culture in the Modern Era",0500,LEC,2720,MoWe 2:10PM - 3:25PM,Lord Hall 100,Karen A Linehan,01/09/2012 - 04/27/2012
ARH,252,"Mediterranean Medieval Art and Architecture",0001,LEC,8761,TuTh 11:00AM - 12:15PM,Lord Hall 200,David Boffa,01/09/2012 - 04/27/2012
ARH,263,"Late Modern Art: From Abstract Expressionism Through New Forms",0001,LEC,8762,MoWe 11:00AM - 12:15PM,Lord Hall 200,Justin Wolff,01/09/2012 - 04/27/2012
ARH,270,"Topical Survey in History of Art",0860,LEC,8707,TuTh 12:30PM - 1:45PM,Lord Hall 100,Karen A Linehan,01/09/2012 - 04/27/2012
ARH,352,"Critical Methods in History of Art",0001,LEC,8763,Tu 12:30PM - 3:00PM,Lord Hall 225,Michael H Grillo,01/09/2012 - 04/27/2012
ARH,361,"Topics in Art History",0860,IND,8304,Fr 3:30PM - 6:00PM,Lord Hall 100,,01/20/2012 - 01/20/2012,Sa 9:00AM - 3:30PM,Lord Hall 100,,01/21/2012 - 01/21/2012,Fr 3:30PM - 6:00PM,Lord Hall 100,,02/03/2012 - 02/03/2012,Sa 9:00AM - 3:30PM,Lord Hall 100,,02/04/2012 - 02/04/2012,Fr 3:30PM - 6:00PM,Lord Hall 100,,02/17/2012 - 02/17/2012,Sa 9:00AM - 3:30PM,Lord Hall 100,,02/18/2012 - 02/18/2012,Sa 9:00AM - 3:30PM,Lord Hall 100,,03/17/2012 - 03/17/2012,Sa 9:00AM - 3:30PM,Lord Hall 100,,04/07/2012 - 04/07/2012,Sa 9:00AM - 3:30PM,Lord Hall 100,,04/21/2012 - 04/21/2012
ARH,369,"Film and Video Theory Seminar",0990,SEM,4018,TBA,On-line Course,Michael H Grillo,01/09/2012 - 04/27/2012
ARH,397,"Independent Study in Art History",0001,IND,1029,TBA,TBA,Staff,01/09/2012 - 04/27/2012
ARH,397,"Independent Study in Art History",0002,IND,1030,TBA,TBA,Michael H Grillo,01/09/2012 - 04/27/2012
ARH,397,"Independent Study in Art History",0003,IND,2736,TBA,TBA,Justin Wolff,01/09/2012 - 04/27/2012
ARH,397,"Independent Study in Art History",0004,IND,2798,TBA,TBA,Staff,01/09/2012 - 04/27/2012
ARH,398,"Directed Study in Art History",0001,IND,1031,TBA,TBA,Staff,01/09/2012 - 04/27/2012
ARH,398,"Directed Study in Art History",0002,IND,1032,TBA,TBA,Michael H Grillo,01/09/2012 - 04/27/2012
ARH,398,"Directed Study in Art History",0003,IND,2737,TBA,TBA,Justin Wolff,01/09/2012 - 04/27/2012
ARH,495,"Modern/Post",0001,SEM,7835,We 3:10PM - 5:40PM,Lord Hall 225,Justin Wolff,01/09/2012 - 04/27/2012
ARH,496,"Field Experience in Art History",0001,FEX,1048,TBA,TBA,Michael H Grillo,01/09/2012 - 04/27/2012
ARH,497,"Independent Study in Art History",0001,IND,1049,TBA,TBA,Staff,01/09/2012 - 04/27/2012
ARH,497,"Independent Study in Art History",0002,IND,1050,TBA,TBA,Michael H Grillo,01/09/2012 - 04/27/2012
ARH,497,"Independent Study in Art History",0003,IND,2738,TBA,TBA,Justin Wolff,01/09/2012 - 04/27/2012
ARH,498,"Directed Study in Art History",0001,IND,1051,TBA,TBA,Staff,01/09/2012 - 04/27/2012
ARH,498,"Directed Study in Art History",0002,IND,1054,TBA,TBA,Michael H Grillo,01/09/2012 - 04/27/2012
ARH,498,"Directed Study in Art History",0003,IND,2739,TBA,TBA,Justin Wolff,01/09/2012 - 04/27/2012
ARH,499,"Capstone Experience in History of Art",0001,IND,1055,TBA,TBA,,01/09/2012 - 04/27/2012
